person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25,female,Bachelor,68083,0,RENT,16500,HOMEIMPROVEMENT,12.8,0.24,3,688,No,1
25,male,Associate,69894,0,RENT,16500,HOMEIMPROVEMENT,9.32,0.24,3,650,No,1
24,male,Master,31001,3,MORTGAGE,9000,VENTURE,7.14,0.29,4,688,No,0
26,female,Doctorate,31059,3,OWN,11500,VENTURE,7.88,0.37,3,682,Yes,0
25,male,Bachelor,30625,1,OWN,3000,EDUCATION,6.76,0.1,2,576,No,0
26,male,High School,100982,5,RENT,16500,MEDICAL,16.77,0.16,4,686,No,1
24,female,Bachelor,55218,5,RENT,16425,PERSONAL,13.49,0.3,2,621,No,1
24,female,Bachelor,74016,0,RENT,16400,HOMEIMPROVEMENT,10.99,0.22,4,640,No,0
22,male,Associate,33985,0,RENT,16300,DEBTCONSOLIDATION,11.01,0.48,4,643,No,1
26,male,Associate,57535,4,RENT,16250,PERSONAL,12.42,0.28,4,675,No,1
21,female,High School,30925,0,MORTGAGE,1000,PERSONAL,7.51,0.03,3,645,Yes,0
22,female,High School,65761,0,RENT,16075,DEBTCONSOLIDATION,10.37,0.24,3,572,Yes,0
25,female,High School,47653,3,RENT,16050,HOMEIMPROVEMENT,17.14,0.34,3,608,No,1
23,female,Bachelor,36734,0,RENT,16000,EDUCATION,13.23,0.44,2,570,No,1
22,male,Associate,40635,0,RENT,16000,VENTURE,10.99,0.39,2,655,No,1
26,female,Associate,42992,0,RENT,16000,EDUCATION,6.03,0.37,4,670,No,1
26,male,Bachelor,31235,0,MORTGAGE,6250,MEDICAL,15.31,0.2,4,665,No,1
24,male,High School,43329,3,RENT,16000,MEDICAL,11.71,0.37,3,628,No,1
24,male,Master,43637,0,RENT,16000,PERSONAL,11.01,0.37,4,651,No,1
23,female,Master,31004,4,MORTGAGE,4750,PERSONAL,13.57,0.15,2,634,No,0
21,female,High School,30896,0,MORTGAGE,2800,VENTURE,11.01,0.09,3,687,Yes,0
22,female,High School,45162,0,RENT,16000,VENTURE,7.9,0.35,2,632,No,1
25,male,Associate,46362,3,RENT,16000,MEDICAL,12.87,0.35,3,592,No,1
25,female,Associate,48095,0,RENT,16000,VENTURE,15.65,0.33,3,658,No,1
24,male,Associate,48829,1,RENT,16000,MEDICAL,10.71,0.33,2,655,No,1
22,male,Bachelor,31134,0,OWN,6000,VENTURE,11.89,0.19,2,641,No,0
25,male,Bachelor,31069,3,OWN,4800,VENTURE,12.53,0.15,3,652,No,0
25,male,Associate,49038,0,RENT,16000,EDUCATION,11.71,0.33,4,678,No,1
23,male,Bachelor,48942,0,RENT,16000,EDUCATION,12.99,0.33,2,613,No,1
22,male,High School,49029,1,RENT,16000,EDUCATION,8.88,0.33,3,658,No,1
21,male,Bachelor,49254,0,RENT,16000,EDUCATION,11.83,0.32,4,535,No,1
22,female,High School,41742,3,RENT,16000,EDUCATION,13.24,0.38,3,612,No,1
21,female,High School,51010,0,RENT,16000,VENTURE,12.84,0.31,2,551,No,1
24,male,Associate,51985,3,RENT,16000,VENTURE,11.71,0.31,3,551,No,1
23,male,Associate,30811,1,MORTGAGE,5000,MEDICAL,9.32,0.16,2,696,No,0
22,male,Bachelor,30873,0,OWN,11100,PERSONAL,9.63,0.36,3,631,No,0
24,female,Associate,52342,3,RENT,16000,DEBTCONSOLIDATION,8.9,0.31,3,656,No,1
25,female,Bachelor,52690,1,RENT,16000,VENTURE,11.49,0.3,2,677,No,1
25,male,Master,31191,0,OWN,1525,MEDICAL,10.95,0.05,2,628,Yes,0
24,male,Bachelor,30823,2,MORTGAGE,7000,DEBTCONSOLIDATION,9.32,0.23,2,653,Yes,0
23,male,Master,53674,0,RENT,16000,EDUCATION,8.49,0.3,4,609,No,1
24,male,Bachelor,54104,2,RENT,16000,MEDICAL,7.49,0.3,2,600,No,1
26,female,Master,31026,1,MORTGAGE,12000,VENTURE,12.09,0.39,2,687,No,1
24,female,Bachelor,31044,0,MORTGAGE,6500,MEDICAL,11.01,0.21,4,640,No,0
22,female,Bachelor,46726,0,RENT,16000,VENTURE,11.54,0.34,3,630,No,1
24,male,Bachelor,30812,3,MORTGAGE,10000,DEBTCONSOLIDATION,8,0.32,2,658,Yes,0
24,female,High School,47480,1,RENT,16000,DEBTCONSOLIDATION,19.91,0.34,3,629,No,1
22,female,High School,54957,0,RENT,16000,DEBTCONSOLIDATION,10.59,0.29,4,597,No,1
21,female,Bachelor,31566,0,OWN,8800,MEDICAL,9.33,0.28,3,700,Yes,0
24,male,Associate,47700,1,RENT,16000,HOMEIMPROVEMENT,13.06,0.34,2,537,No,1
24,female,Master,30898,4,MORTGAGE,5000,VENTURE,5.79,0.16,4,672,Yes,0
22,male,High School,31365,0,OWN,4000,DEBTCONSOLIDATION,16.49,0.13,2,648,No,0
23,male,Bachelor,31414,1,OWN,10800,EDUCATION,14.59,0.34,3,531,Yes,0
26,female,Bachelor,30911,5,OWN,5400,DEBTCONSOLIDATION,16.49,0.17,2,609,No,0
23,male,High School,47896,0,RENT,16000,PERSONAL,11.36,0.33,3,644,No,1
25,female,Associate,47550,1,RENT,16000,MEDICAL,14.11,0.34,2,668,No,1
22,male,Associate,31147,1,MORTGAGE,7000,PERSONAL,6.03,0.22,4,679,No,0
23,male,Associate,58445,1,RENT,16000,EDUCATION,10,0.27,4,569,No,1
22,female,Bachelor,51255,0,RENT,16000,VENTURE,16,0.31,3,537,No,1
25,male,Master,61031,1,RENT,16000,VENTURE,17.58,0.26,4,548,No,1
24,female,Associate,31480,3,OWN,3200,MEDICAL,15.23,0.1,2,628,No,0
23,male,Associate,31340,0,MORTGAGE,1200,MEDICAL,7.49,0.04,3,651,No,0
24,male,High School,61275,1,RENT,16000,HOMEIMPROVEMENT,13.99,0.26,2,666,No,1
25,male,High School,31532,1,OWN,1200,HOMEIMPROVEMENT,15.99,0.04,3,623,Yes,0
24,female,Master,60634,3,RENT,16000,VENTURE,10.62,0.26,2,656,No,1
22,male,Associate,53876,0,RENT,16000,EDUCATION,16.35,0.3,3,642,No,1
24,female,High School,61802,5,RENT,16000,MEDICAL,13.85,0.26,3,610,No,1
23,male,Associate,55125,1,RENT,16000,MEDICAL,16.45,0.29,4,658,No,1
21,male,Master,63342,0,RENT,16000,PERSONAL,15.7,0.25,4,610,No,1
22,female,Bachelor,64422,0,RENT,16000,EDUCATION,7.9,0.25,4,683,Yes,0
24,female,Bachelor,65886,2,RENT,16000,DEBTCONSOLIDATION,11.01,0.24,4,627,Yes,0
22,male,Bachelor,31303,0,MORTGAGE,4000,MEDICAL,12.73,0.13,2,716,No,1
25,female,Associate,59662,1,RENT,16000,DEBTCONSOLIDATION,11.01,0.27,4,672,No,1
22,male,High School,67314,1,RENT,16000,VENTURE,11.01,0.24,3,595,Yes,0
21,male,High School,66951,0,RENT,16000,DEBTCONSOLIDATION,8.94,0.24,2,679,No,0
21,female,High School,31293,3,MORTGAGE,6500,PERSONAL,14.26,0.21,2,616,No,1
22,male,Bachelor,31349,2,MORTGAGE,7000,PERSONAL,13.92,0.22,3,574,Yes,0
25,female,Bachelor,70677,0,RENT,16000,PERSONAL,11.01,0.23,2,660,Yes,0
25,male,Associate,63174,4,RENT,16000,EDUCATION,13.98,0.25,3,635,No,1
23,male,Master,31307,2,OWN,1000,EDUCATION,11.48,0.03,4,603,No,0
22,female,Master,31360,1,MORTGAGE,1000,MEDICAL,11.48,0.03,3,609,No,1
22,male,Associate,64006,0,RENT,16000,MEDICAL,12.69,0.25,3,648,No,1
26,female,Associate,72687,1,RENT,16000,DEBTCONSOLIDATION,7.49,0.22,2,624,Yes,0
24,female,High School,65845,3,RENT,16000,HOMEIMPROVEMENT,15.65,0.24,4,694,No,1
26,male,Master,65861,0,RENT,16000,VENTURE,14.83,0.24,2,638,No,1
24,female,Bachelor,31322,1,MORTGAGE,4000,MEDICAL,16.49,0.13,3,592,No,1
22,male,Bachelor,74104,2,RENT,16000,VENTURE,11.01,0.22,2,644,Yes,0
23,male,High School,75363,2,RENT,16000,VENTURE,7.49,0.21,2,551,Yes,0
23,male,Associate,31364,1,MORTGAGE,5000,PERSONAL,9.99,0.16,3,617,Yes,0
23,female,High School,31658,3,MORTGAGE,7850,DEBTCONSOLIDATION,13.49,0.25,4,522,Yes,0
22,female,Master,31526,2,MORTGAGE,7000,VENTURE,6.99,0.22,2,677,No,0
22,female,Bachelor,69691,0,RENT,16000,HOMEIMPROVEMENT,17.15,0.23,4,532,No,1
26,male,High School,31673,3,MORTGAGE,5600,HOMEIMPROVEMENT,11.91,0.18,4,554,Yes,0
22,female,Bachelor,69519,2,RENT,16000,MEDICAL,17.27,0.23,3,625,No,1
25,male,Associate,31830,3,MORTGAGE,12000,EDUCATION,13.47,0.38,2,626,No,1
23,male,Master,77758,0,RENT,16000,PERSONAL,10.74,0.21,3,671,No,0
24,male,Master,71459,3,RENT,16000,MEDICAL,19.47,0.22,2,684,No,1
22,female,Bachelor,78854,0,RENT,16000,EDUCATION,10.37,0.2,4,648,Yes,0
21,female,Bachelor,78756,2,RENT,16000,PERSONAL,9.91,0.2,3,666,Yes,0
24,male,Bachelor,31512,2,MORTGAGE,1500,EDUCATION,9.91,0.05,3,654,Yes,0
22,female,Master,78766,0,RENT,16000,MEDICAL,8.49,0.2,4,680,Yes,0
22,female,Associate,31907,0,OWN,3500,VENTURE,12.18,0.11,2,561,Yes,0
22,male,Bachelor,79139,2,RENT,16000,PERSONAL,7.88,0.2,3,668,No,0
24,male,High School,71664,0,RENT,16000,MEDICAL,16.45,0.22,2,587,No,1
23,male,Bachelor,78997,0,RENT,16000,PERSONAL,14.59,0.2,4,662,No,0
22,female,High School,32223,0,MORTGAGE,11325,VENTURE,10.65,0.35,3,465,Yes,0
22,male,Associate,79081,0,RENT,16000,DEBTCONSOLIDATION,13.47,0.2,3,509,Yes,0
22,male,Master,71782,0,RENT,16000,MEDICAL,16.32,0.22,3,562,No,1
25,female,Associate,80021,0,RENT,16000,HOMEIMPROVEMENT,10,0.2,4,580,Yes,0
22,male,Associate,31844,0,OTHER,3000,DEBTCONSOLIDATION,9.45,0.09,3,560,No,0
23,female,Master,74404,0,RENT,16000,HOMEIMPROVEMENT,16,0.22,3,630,No,1
23,male,Associate,76046,0,RENT,16000,DEBTCONSOLIDATION,14.54,0.21,2,560,No,1
23,male,Bachelor,76988,0,RENT,16000,EDUCATION,14.42,0.21,3,683,No,1
25,female,Associate,32178,4,MORTGAGE,3825,EDUCATION,11.71,0.12,2,691,Yes,0
20,male,Bachelor,78039,0,RENT,16000,VENTURE,15.31,0.21,4,671,No,1
24,female,Bachelor,87513,4,RENT,16000,PERSONAL,13.06,0.18,2,680,Yes,0
26,female,High School,89843,0,RENT,16000,HOMEIMPROVEMENT,14.84,0.18,3,618,Yes,0
24,female,Master,90149,1,RENT,16000,PERSONAL,11.86,0.18,3,636,Yes,0
26,male,Bachelor,91345,1,RENT,16000,HOMEIMPROVEMENT,17.27,0.18,4,545,Yes,0
26,male,Associate,32273,2,MORTGAGE,7000,HOMEIMPROVEMENT,10.99,0.22,4,665,Yes,0
26,female,Master,32334,5,MORTGAGE,12000,HOMEIMPROVEMENT,11.01,0.37,3,622,Yes,0
26,male,Bachelor,90760,1,RENT,16000,VENTURE,11.01,0.18,2,615,Yes,0
23,male,Bachelor,32433,3,MORTGAGE,7800,DEBTCONSOLIDATION,10.59,0.24,4,633,Yes,0
26,male,Bachelor,91043,6,RENT,16000,PERSONAL,13.35,0.18,2,655,No,0
23,female,Associate,32279,0,MORTGAGE,5000,MEDICAL,7.91,0.15,2,565,Yes,0
24,female,Bachelor,83935,3,RENT,16000,DEBTCONSOLIDATION,11.89,0.19,4,602,No,1
21,male,Bachelor,25289,0,RENT,1000,DEBTCONSOLIDATION,14.26,0.04,2,629,Yes,0
25,male,High School,32251,1,OWN,10000,EDUCATION,5.79,0.31,3,517,Yes,0
23,male,Bachelor,31937,0,OWN,2000,PERSONAL,10.36,0.06,2,643,No,0
22,female,High School,32056,0,MORTGAGE,4000,PERSONAL,9.25,0.12,2,542,Yes,0
21,male,High School,32410,0,OWN,6000,EDUCATION,5.79,0.19,2,633,Yes,0
25,male,Bachelor,29563,1,RENT,1000,MEDICAL,11.49,0.03,2,682,Yes,0
24,male,Associate,29548,3,RENT,1000,PERSONAL,17.99,0.03,3,631,No,1
23,male,Master,32165,2,MORTGAGE,10000,HOMEIMPROVEMENT,11.01,0.31,3,567,No,1
21,female,High School,29451,0,RENT,1000,MEDICAL,10.99,0.03,2,546,No,1
22,male,Bachelor,29839,0,RENT,1000,DEBTCONSOLIDATION,12.84,0.03,4,444,Yes,0
21,female,Associate,30774,0,RENT,1000,EDUCATION,13.98,0.03,4,641,Yes,0
26,male,Bachelor,30751,0,RENT,1000,MEDICAL,14.65,0.03,3,560,Yes,0
22,female,Master,31240,0,RENT,1000,DEBTCONSOLIDATION,15.95,0.03,2,682,No,1
26,female,Bachelor,32280,5,OWN,8500,DEBTCONSOLIDATION,16.45,0.26,3,684,No,1
21,male,High School,32379,1,MORTGAGE,14500,MEDICAL,14.61,0.45,2,499,No,1
24,female,Bachelor,32115,3,MORTGAGE,7000,MEDICAL,7.74,0.22,2,686,Yes,0
22,male,Master,34720,0,RENT,1000,HOMEIMPROVEMENT,16.29,0.03,3,599,No,1
25,female,Master,34502,3,RENT,1000,DEBTCONSOLIDATION,7.51,0.03,3,695,No,0
22,female,Master,32239,1,MORTGAGE,2000,EDUCATION,7.4,0.06,2,569,Yes,0
22,female,Associate,34732,0,RENT,1000,HOMEIMPROVEMENT,10.25,0.03,4,509,No,1
24,male,Associate,34565,0,RENT,1000,MEDICAL,12.53,0.03,4,627,Yes,0
23,male,Master,35182,1,RENT,1000,EDUCATION,7.9,0.03,3,624,Yes,0
22,male,Bachelor,35600,2,RENT,1000,VENTURE,7.29,0.03,4,631,Yes,0
22,male,High School,32114,2,MORTGAGE,17000,VENTURE,12.84,0.53,4,634,No,1
26,female,Master,35991,1,RENT,1000,MEDICAL,7.74,0.03,4,627,Yes,0
24,female,Associate,37240,3,RENT,1000,EDUCATION,7.51,0.03,2,579,Yes,0
21,female,Bachelor,36870,0,RENT,1000,EDUCATION,10.99,0.03,4,648,Yes,0
23,male,Associate,37075,0,RENT,1000,VENTURE,7.49,0.03,3,613,Yes,0
23,female,High School,32214,0,MORTGAGE,7000,VENTURE,14.93,0.22,4,643,Yes,0
21,male,Bachelor,36893,0,RENT,1000,DEBTCONSOLIDATION,11.01,0.03,3,681,No,0
22,female,High School,32541,1,MORTGAGE,500,PERSONAL,10.46,0.02,4,643,Yes,0
26,male,Associate,36677,1,RENT,1000,EDUCATION,9.63,0.03,3,514,Yes,0
25,female,Bachelor,32030,2,MORTGAGE,10000,EDUCATION,9.91,0.31,2,673,Yes,0
22,female,High School,32342,2,MORTGAGE,5000,EDUCATION,5.42,0.15,4,639,Yes,0
25,male,Associate,37112,3,RENT,1000,MEDICAL,12.87,0.03,2,663,Yes,0
26,female,Master,32258,2,MORTGAGE,6000,HOMEIMPROVEMENT,11.99,0.19,2,587,Yes,0
22,male,High School,32377,0,MORTGAGE,5000,EDUCATION,7.49,0.15,2,523,Yes,0
25,female,Bachelor,40794,2,RENT,1000,DEBTCONSOLIDATION,7.29,0.02,4,576,Yes,0
21,female,Associate,41384,0,RENT,1000,EDUCATION,10.99,0.02,2,633,Yes,0
22,male,High School,32086,0,MORTGAGE,12000,PERSONAL,7.88,0.37,4,548,No,1
21,female,High School,32309,0,OWN,7500,VENTURE,11.01,0.23,2,628,Yes,0
26,male,Bachelor,32612,3,MORTGAGE,10000,HOMEIMPROVEMENT,11.14,0.31,3,710,Yes,0
23,female,High School,41311,0,RENT,1000,PERSONAL,10.36,0.02,2,482,Yes,0
25,female,Bachelor,41269,0,RENT,1000,DEBTCONSOLIDATION,11.86,0.02,2,590,No,0
23,female,Associate,41486,2,RENT,1000,MEDICAL,7.37,0.02,4,623,Yes,0
23,male,Bachelor,42818,0,RENT,1000,VENTURE,11.99,0.02,4,645,Yes,0
25,female,Associate,42802,3,RENT,1000,MEDICAL,13.98,0.02,3,631,Yes,0
22,male,Bachelor,43183,2,RENT,1000,VENTURE,11.01,0.02,3,609,Yes,0
25,male,High School,42633,2,RENT,1000,VENTURE,11.99,0.02,3,688,No,0
26,male,Bachelor,35409,8,RENT,1000,EDUCATION,11.28,0.03,3,685,No,1
24,male,Associate,43172,4,RENT,1000,VENTURE,13.49,0.02,4,675,No,0
22,male,Associate,43133,0,RENT,1000,DEBTCONSOLIDATION,13.98,0.02,2,552,Yes,0
24,female,Associate,32597,3,MORTGAGE,6000,DEBTCONSOLIDATION,8.9,0.18,4,634,No,0
23,female,High School,44010,0,RENT,1000,EDUCATION,10.99,0.02,2,577,No,0
22,male,High School,43958,0,RENT,1000,MEDICAL,9.88,0.02,3,600,Yes,0
22,female,High School,44409,1,RENT,1000,EDUCATION,8.59,0.02,4,687,No,0
25,female,Bachelor,32844,3,MORTGAGE,7500,HOMEIMPROVEMENT,8.9,0.23,3,656,Yes,0
22,male,High School,44480,0,RENT,1000,PERSONAL,7.68,0.02,4,658,No,0
23,female,Bachelor,38081,2,RENT,1000,PERSONAL,14.96,0.03,3,622,No,1
25,male,Bachelor,39268,0,RENT,1000,MEDICAL,19.03,0.03,4,643,No,1
26,male,Associate,46563,2,RENT,1000,PERSONAL,15.27,0.02,3,639,Yes,0
24,male,Bachelor,39782,3,RENT,1000,EDUCATION,13.06,0.03,3,681,No,1
23,male,Associate,46990,3,RENT,1000,EDUCATION,11.01,0.02,3,630,Yes,0
22,male,High School,32673,0,MORTGAGE,1550,HOMEIMPROVEMENT,11.01,0.05,2,630,No,1
21,female,Bachelor,47010,0,RENT,1000,PERSONAL,14.22,0.02,3,654,Yes,0
25,male,Bachelor,41665,1,RENT,1000,EDUCATION,15.57,0.02,2,548,No,1
24,male,Bachelor,49388,0,RENT,1000,EDUCATION,7.49,0.02,3,668,Yes,0
22,female,Bachelor,48898,0,RENT,1000,DEBTCONSOLIDATION,7.9,0.02,4,561,Yes,0
23,female,High School,48860,0,RENT,1000,EDUCATION,6.03,0.02,2,646,No,0
24,female,Associate,49006,6,RENT,1000,MEDICAL,10.99,0.02,3,655,Yes,0
22,male,Bachelor,32478,0,MORTGAGE,1000,PERSONAL,11.01,0.03,2,532,No,1
25,female,High School,32723,2,MORTGAGE,5975,MEDICAL,12.99,0.18,4,560,Yes,0
23,male,Master,48901,3,RENT,1000,VENTURE,10.62,0.02,4,670,Yes,0
24,male,Master,48946,1,RENT,1000,EDUCATION,6.76,0.02,4,604,No,0
21,male,Associate,42664,0,RENT,1000,DEBTCONSOLIDATION,16.45,0.02,2,578,No,1
22,male,Associate,49775,0,RENT,1000,VENTURE,6.91,0.02,2,661,Yes,0
22,female,Bachelor,51369,0,RENT,1000,DEBTCONSOLIDATION,9.62,0.02,3,662,Yes,0
24,male,Bachelor,51266,1,RENT,1000,VENTURE,13.16,0.02,2,630,Yes,0
23,male,Bachelor,52520,2,RENT,1000,EDUCATION,7.51,0.02,3,659,No,0
25,female,High School,32374,0,MORTGAGE,4000,HOMEIMPROVEMENT,10.74,0.12,3,692,No,0
21,female,Associate,55266,0,RENT,1000,VENTURE,7.49,0.02,3,642,No,0
24,male,Bachelor,54752,1,RENT,1000,EDUCATION,7.4,0.02,3,547,No,0
23,female,Master,54580,0,RENT,1000,EDUCATION,14.26,0.02,2,544,Yes,0
25,female,High School,49914,0,RENT,1000,DEBTCONSOLIDATION,15.57,0.02,2,558,No,1
22,male,Master,58876,1,RENT,1000,EDUCATION,7.29,0.02,2,576,Yes,0
21,male,High School,51397,2,RENT,1000,PERSONAL,15.58,0.02,4,649,No,1
25,female,Bachelor,59552,0,RENT,1000,EDUCATION,7.66,0.02,3,587,Yes,0
21,male,Master,60555,0,RENT,1000,EDUCATION,13.49,0.02,3,617,No,0
26,male,Associate,32473,4,MORTGAGE,8500,PERSONAL,13.23,0.26,3,589,Yes,0
22,female,Bachelor,32536,0,MORTGAGE,4400,DEBTCONSOLIDATION,11.49,0.14,4,614,Yes,0
26,male,Bachelor,61243,2,RENT,1000,PERSONAL,5.42,0.02,3,668,No,0
23,male,Master,62219,0,RENT,1000,DEBTCONSOLIDATION,7.14,0.02,2,694,Yes,0
26,male,Associate,65789,3,RENT,1000,PERSONAL,11.71,0.02,3,682,Yes,0
22,female,Bachelor,68446,0,RENT,1000,EDUCATION,11.49,0.01,2,606,Yes,0
22,female,Bachelor,70345,0,RENT,1000,EDUCATION,11.26,0.01,3,655,No,0
26,male,Associate,77455,5,RENT,1000,DEBTCONSOLIDATION,10.75,0.01,3,659,No,0
21,male,Bachelor,32384,0,OWN,4000,VENTURE,7.51,0.12,4,632,Yes,0
23,male,Master,83985,1,RENT,1000,MEDICAL,7.29,0.01,3,698,No,0
24,male,Bachelor,85209,0,RENT,1000,DEBTCONSOLIDATION,8.59,0.01,2,675,Yes,0
22,female,High School,87469,0,RENT,1000,EDUCATION,7.88,0.01,3,633,Yes,0
25,male,Bachelor,32893,1,MORTGAGE,7200,MEDICAL,11.71,0.22,4,689,No,1
23,female,Master,91314,0,RENT,1000,PERSONAL,13.23,0.01,3,684,Yes,0
24,male,Master,105469,6,RENT,1000,PERSONAL,13.99,0.01,4,678,Yes,0
21,female,High School,33172,0,MORTGAGE,6000,MEDICAL,14.46,0.18,4,443,No,1
26,male,Master,116115,5,RENT,1000,HOMEIMPROVEMENT,10.36,0.01,3,608,Yes,0
23,male,Associate,46493,0,RENT,1075,DEBTCONSOLIDATION,11.01,0.02,3,629,Yes,0
23,male,Associate,32979,0,OWN,6000,VENTURE,8,0.18,3,549,No,0
23,female,Master,18051,1,RENT,1100,EDUCATION,11.99,0.06,4,655,No,0
25,male,Bachelor,42758,4,RENT,1100,DEBTCONSOLIDATION,6.76,0.03,2,651,No,0
23,male,Associate,93419,0,RENT,1150,VENTURE,10.95,0.01,2,654,Yes,0
24,male,Bachelor,12704,1,RENT,1200,VENTURE,7.29,0.09,4,678,No,0
24,male,Master,33160,6,MORTGAGE,1000,MEDICAL,12.53,0.03,2,670,No,0
23,male,High School,14224,0,RENT,1200,EDUCATION,6.91,0.08,3,661,Yes,0
21,male,High School,33472,0,MORTGAGE,2000,EDUCATION,6.99,0.06,3,604,No,1
24,male,High School,16630,1,RENT,1200,MEDICAL,11.89,0.07,2,624,No,0
22,female,Master,18301,0,RENT,1200,PERSONAL,10.37,0.07,2,687,Yes,0
22,male,High School,33094,0,MORTGAGE,3000,VENTURE,8.32,0.09,3,512,Yes,0
24,male,Master,18083,0,RENT,1200,MEDICAL,7.29,0.07,4,566,Yes,0
21,male,Bachelor,18224,0,RENT,1200,DEBTCONSOLIDATION,7.14,0.07,3,632,Yes,0
23,female,High School,19622,0,RENT,1200,VENTURE,14.91,0.06,4,626,No,1
22,female,High School,33258,2,OWN,7500,EDUCATION,11.01,0.23,4,544,No,0
21,male,Bachelor,20042,0,RENT,1200,EDUCATION,7.49,0.06,3,659,Yes,0
25,female,Associate,20918,1,RENT,1200,MEDICAL,10.38,0.06,2,630,No,0
24,female,High School,22529,2,RENT,1200,EDUCATION,11.89,0.05,4,612,Yes,0
21,male,Master,33310,0,MORTGAGE,9600,MEDICAL,13.49,0.29,2,651,No,0
23,male,High School,25397,0,RENT,1200,EDUCATION,18.25,0.05,4,585,No,1
23,male,High School,33086,0,OWN,5000,EDUCATION,10.65,0.15,4,636,No,0
23,male,High School,33341,1,OWN,6400,VENTURE,7.9,0.19,2,647,No,0
23,female,Associate,25738,1,RENT,1200,MEDICAL,7.9,0.05,2,571,Yes,0
22,male,High School,27174,0,RENT,1200,MEDICAL,5.99,0.04,2,632,Yes,0
22,female,Associate,33225,0,OWN,4800,MEDICAL,11.99,0.14,2,629,No,0
23,male,Associate,33472,0,MORTGAGE,1000,HOMEIMPROVEMENT,15.99,0.03,3,638,No,1
23,male,High School,32703,3,RENT,1200,DEBTCONSOLIDATION,14.35,0.04,4,670,No,1
22,female,Master,33893,0,RENT,1200,VENTURE,13.06,0.04,2,645,Yes,0
22,female,Master,34935,0,RENT,1200,MEDICAL,12.69,0.03,3,672,No,0
22,female,Bachelor,33621,2,OWN,10800,VENTURE,10.74,0.32,3,632,Yes,0
21,male,Associate,37481,0,RENT,1200,EDUCATION,9.62,0.03,3,648,Yes,0
26,female,Master,33643,0,MORTGAGE,3000,DEBTCONSOLIDATION,5.79,0.09,3,564,Yes,0
22,male,Associate,33690,4,OWN,7750,MEDICAL,10.37,0.23,3,570,Yes,0
26,male,High School,37463,3,RENT,1200,VENTURE,10.14,0.03,4,581,Yes,0
22,male,Master,38511,3,RENT,1200,PERSONAL,12.21,0.03,4,641,Yes,0
23,female,Bachelor,38674,1,RENT,1200,EDUCATION,8.88,0.03,2,669,Yes,0
24,female,Bachelor,40163,3,RENT,1200,MEDICAL,13.11,0.03,2,588,Yes,0
23,female,Master,33492,1,MORTGAGE,4000,EDUCATION,9.62,0.12,2,664,Yes,0
22,male,High School,33456,1,OWN,6000,MEDICAL,6.54,0.18,4,635,Yes,0
23,male,High School,41019,1,RENT,1200,EDUCATION,8.32,0.03,2,535,Yes,0
21,male,Bachelor,42044,0,RENT,1200,HOMEIMPROVEMENT,12.69,0.03,4,579,No,1
26,female,Master,41848,4,RENT,1200,VENTURE,9.91,0.03,3,615,Yes,0
22,female,High School,42555,0,RENT,1200,MEDICAL,19.29,0.03,4,636,No,1
22,male,Master,35365,0,RENT,1200,HOMEIMPROVEMENT,15.7,0.03,4,557,No,1
26,female,Associate,33534,2,MORTGAGE,3025,PERSONAL,15.95,0.09,2,556,Yes,0
23,male,High School,44135,0,RENT,1200,DEBTCONSOLIDATION,13.99,0.03,4,569,Yes,0
24,male,High School,44317,0,RENT,1200,EDUCATION,11.49,0.03,2,670,No,0
23,male,Bachelor,44493,2,RENT,1200,MEDICAL,10.37,0.03,3,669,Yes,0
21,female,Master,49151,1,RENT,1200,VENTURE,15.58,0.02,4,652,Yes,0
22,female,Bachelor,41747,0,RENT,1200,HOMEIMPROVEMENT,14.61,0.03,4,508,No,1
25,male,Associate,48675,4,RENT,1200,PERSONAL,8,0.02,4,648,No,0
25,male,Associate,52703,3,RENT,1200,MEDICAL,8.49,0.02,2,612,No,0
25,female,Master,52595,2,RENT,1200,VENTURE,9.91,0.02,4,611,Yes,0
24,female,Associate,33707,1,MORTGAGE,10000,EDUCATION,11.01,0.3,2,618,Yes,0
24,female,High School,33456,3,OWN,9475,MEDICAL,8.94,0.28,3,674,No,0
22,female,Bachelor,54620,0,RENT,1200,MEDICAL,12.68,0.02,3,668,No,0
23,female,Master,47451,2,RENT,1200,DEBTCONSOLIDATION,15.95,0.03,2,666,No,1
25,female,Bachelor,58759,0,RENT,1200,EDUCATION,12.68,0.02,4,631,No,0
22,male,High School,33286,1,MORTGAGE,12000,EDUCATION,11.01,0.36,3,636,No,1
22,female,Bachelor,33521,1,MORTGAGE,5000,DEBTCONSOLIDATION,12.18,0.15,4,518,Yes,0
25,male,High School,66909,0,RENT,1200,DEBTCONSOLIDATION,11.58,0.02,4,606,Yes,0
23,male,High School,70469,0,RENT,1200,EDUCATION,15.23,0.02,4,647,Yes,0
23,male,Bachelor,71451,0,RENT,1200,PERSONAL,11.71,0.02,4,665,Yes,0
24,male,Associate,33509,0,MORTGAGE,7500,DEBTCONSOLIDATION,10.39,0.22,2,655,Yes,0
25,male,High School,72883,7,RENT,1200,MEDICAL,7.66,0.02,3,667,Yes,0
23,male,Bachelor,73262,0,RENT,1200,DEBTCONSOLIDATION,11.01,0.02,3,615,Yes,0
